seller_id,year_month,pedidos
2dee2ce60de9709b1a24083217181a1f,2017-12-01,7
2dee2ce60de9709b1a24083217181a1f,2018-01-01,3
2dee2ce60de9709b1a24083217181a1f,2018-03-01,1
2dee2ce60de9709b1a24083217181a1f,2018-06-01,4
2e0dba2da448400b1c11d7b4b22f32a4,2017-02-01,1
2e0dba2da448400b1c11d7b4b22f32a4,2017-03-01,5
2e0dba2da448400b1c11d7b4b22f32a4,2017-04-01,2
2e0dba2da448400b1c11d7b4b22f32a4,2017-05-01,5
2e13c71026e1a39ba5cc1b86dcb679aa,2017-12-01,1
2e13c71026e1a39ba5cc1b86dcb679aa,2018-01-01,1
2e13c71026e1a39ba5cc1b86dcb679aa,2018-02-01,1
2e13c71026e1a39ba5cc1b86dcb679aa,2018-03-01,6
2e13c71026e1a39ba5cc1b86dcb679aa,2018-04-01,7
2e13c71026e1a39ba5cc1b86dcb679aa,2018-05-01,2
2e13c71026e1a39ba5cc1b86dcb679aa,2018-06-01,3
2e13c71026e1a39ba5cc1b86dcb679aa,2018-07-01,2
2e13c71026e1a39ba5cc1b86dcb679aa,2018-08-01,5
2e1a7d075abe038c1b2743005fe42ff1,2017-08-01,1
2e1a7d075abe038c1b2743005fe42ff1,2017-09-01,1
2e1a7d075abe038c1b2743005fe42ff1,2017-11-01,8
2e1a7d075abe038c1b2743005fe42ff1,2018-01-01,4
2e1a7d075abe038c1b2743005fe42ff1,2018-02-01,4
2e1a7d075abe038c1b2743005fe42ff1,2018-04-01,3
2e1a7d075abe038c1b2743005fe42ff1,2018-05-01,1
2e1c9f22be269ef4643f826c9e650a52,2017-07-01,5
2e1c9f22be269ef4643f826c9e650a52,2017-08-01,15
2e1c9f22be269ef4643f826c9e650a52,2017-09-01,15
2e1c9f22be269ef4643f826c9e650a52,2017-10-01,11
2e1c9f22be269ef4643f826c9e650a52,2017-11-01,25
2e1c9f22be269ef4643f826c9e650a52,2017-12-01,11
2e1c9f22be269ef4643f826c9e650a52,2018-01-01,9
2e1c9f22be269ef4643f826c9e650a52,2018-02-01,14
2e1c9f22be269ef4643f826c9e650a52,2018-03-01,16
2e1c9f22be269ef4643f826c9e650a52,2018-04-01,14
2e1c9f22be269ef4643f826c9e650a52,2018-05-01,16
2e1c9f22be269ef4643f826c9e650a52,2018-06-01,4
2e1c9f22be269ef4643f826c9e650a52,2018-07-01,6
2e1c9f22be269ef4643f826c9e650a52,2018-08-01,6
2e2f44824ab87a0cb961f68bf4073e7f,2018-04-01,1
2e3be8a987a30d7544dbbda6861cc14e,2017-02-01,1
2e3be8a987a30d7544dbbda6861cc14e,2017-03-01,1
2e3be8a987a30d7544dbbda6861cc14e,2017-05-01,1
2e3be8a987a30d7544dbbda6861cc14e,2017-07-01,1
2e3be8a987a30d7544dbbda6861cc14e,2017-08-01,1
2e3be8a987a30d7544dbbda6861cc14e,2017-09-01,1
2e3be8a987a30d7544dbbda6861cc14e,2017-10-01,2
2e3be8a987a30d7544dbbda6861cc14e,2017-11-01,1
2e3be8a987a30d7544dbbda6861cc14e,2018-04-01,3
2e3be8a987a30d7544dbbda6861cc14e,2018-05-01,1
2e3be8a987a30d7544dbbda6861cc14e,2018-07-01,2
2e7ea2aafec5835e781b21d6d1faf1f1,2018-07-01,1
2e7ea2aafec5835e781b21d6d1faf1f1,2018-08-01,6
2e90cb1677d35cfe24eef47d441b7c87,2017-03-01,5
2e90cb1677d35cfe24eef47d441b7c87,2017-04-01,7
2e90cb1677d35cfe24eef47d441b7c87,2017-05-01,8
2e90cb1677d35cfe24eef47d441b7c87,2017-06-01,8
2e90cb1677d35cfe24eef47d441b7c87,2017-07-01,3
2e90cb1677d35cfe24eef47d441b7c87,2017-08-01,3
2e90cb1677d35cfe24eef47d441b7c87,2017-09-01,3
2e90cb1677d35cfe24eef47d441b7c87,2017-11-01,5
2e90cb1677d35cfe24eef47d441b7c87,2017-12-01,5
2e90cb1677d35cfe24eef47d441b7c87,2018-01-01,22
2e90cb1677d35cfe24eef47d441b7c87,2018-02-01,12
2e90cb1677d35cfe24eef47d441b7c87,2018-03-01,11
2e90cb1677d35cfe24eef47d441b7c87,2018-04-01,11
2e90cb1677d35cfe24eef47d441b7c87,2018-05-01,14
2e90cb1677d35cfe24eef47d441b7c87,2018-06-01,12
2e90cb1677d35cfe24eef47d441b7c87,2018-07-01,3
2e90cb1677d35cfe24eef47d441b7c87,2018-08-01,5
2ea0861cc19e94cad86438c984c52da4,2018-05-01,3
2ea0861cc19e94cad86438c984c52da4,2018-06-01,2
2ea0861cc19e94cad86438c984c52da4,2018-07-01,1
2eb70248d66e0e3ef83659f71b244378,2018-02-01,5
2eb70248d66e0e3ef83659f71b244378,2018-03-01,10
2eb70248d66e0e3ef83659f71b244378,2018-04-01,26
2eb70248d66e0e3ef83659f71b244378,2018-05-01,85
2eb70248d66e0e3ef83659f71b244378,2018-06-01,10
2eb70248d66e0e3ef83659f71b244378,2018-07-01,61
2ec6e37d992a95eaddb3369dcbcc76d9,2017-08-01,1
2ec6e37d992a95eaddb3369dcbcc76d9,2017-10-01,1
2ee0a0689f2f6a72f35a7cb6033f6e7e,2017-11-01,4
2eeb6531ee027a48d401e72bebdd87d3,2017-02-01,3
2ef086a599b597572aca4433b7ed6b3d,2018-01-01,1
2f09f7d37a97956d11cc1a7cadd5262b,2017-02-01,1
2f09f7d37a97956d11cc1a7cadd5262b,2017-05-01,3
2f09f7d37a97956d11cc1a7cadd5262b,2017-06-01,1
2f09f7d37a97956d11cc1a7cadd5262b,2017-07-01,1
2f09f7d37a97956d11cc1a7cadd5262b,2017-08-01,1
2f09f7d37a97956d11cc1a7cadd5262b,2017-09-01,1
2f1e7b90e01d9f086cbcb301c0c3d406,2017-11-01,1
2f3d8b4c9e2ee165075331fea3f3095a,2017-10-01,1
2f4b0d3b9634b647d4edee577d7ebb7e,2018-01-01,2
2f4b0d3b9634b647d4edee577d7ebb7e,2018-02-01,6
2f4b0d3b9634b647d4edee577d7ebb7e,2018-03-01,3
2f4b9d112bfa44a214bc6cef085d17c8,2016-10-01,1
2f4b9d112bfa44a214bc6cef085d17c8,2017-01-01,2
2f4b9d112bfa44a214bc6cef085d17c8,2017-02-01,1
2f4b9d112bfa44a214bc6cef085d17c8,2017-03-01,1
2f4b9d112bfa44a214bc6cef085d17c8,2017-04-01,1
2f73e04d12cdf0c945ded66bb3fcf6c7,2017-02-01,1
2f73e04d12cdf0c945ded66bb3fcf6c7,2017-08-01,1
2f73e04d12cdf0c945ded66bb3fcf6c7,2018-08-01,1
2f74af7a0ee5636f12c2336f9fffed47,2017-06-01,1
2f74af7a0ee5636f12c2336f9fffed47,2017-07-01,6
2f74af7a0ee5636f12c2336f9fffed47,2017-09-01,2
2f74af7a0ee5636f12c2336f9fffed47,2017-10-01,1
2f74af7a0ee5636f12c2336f9fffed47,2017-11-01,3
2f9b7ce230a057a98a9f5df5893ee36c,2017-05-01,1
2f9b7ce230a057a98a9f5df5893ee36c,2017-06-01,1
2fa13c8bd5705d279f7ed5cc9ec61c68,2018-04-01,1
2fa13c8bd5705d279f7ed5cc9ec61c68,2018-07-01,3
2fb25ab44bdbeae6a4d816e0d0c9d500,2017-08-01,2
2fb25ab44bdbeae6a4d816e0d0c9d500,2017-09-01,2
2fb25ab44bdbeae6a4d816e0d0c9d500,2018-06-01,1
2fdde51ad3e12f297da656d4fbd5d0b5,2017-04-01,1
2fdde51ad3e12f297da656d4fbd5d0b5,2017-05-01,3
2fdde51ad3e12f297da656d4fbd5d0b5,2017-06-01,2
2fdde51ad3e12f297da656d4fbd5d0b5,2017-08-01,1
2fdde51ad3e12f297da656d4fbd5d0b5,2017-10-01,2
2ff6b7bff164ef05590a52734e1296da,2017-11-01,1
2ff6b7bff164ef05590a52734e1296da,2018-01-01,2
2ff6b7bff164ef05590a52734e1296da,2018-02-01,1
2ff6b7bff164ef05590a52734e1296da,2018-04-01,2
2ff6b7bff164ef05590a52734e1296da,2018-05-01,1
2ff97219cb8622eaf3cd89b7d9c09824,2018-02-01,4
2ff97219cb8622eaf3cd89b7d9c09824,2018-03-01,15
2ff97219cb8622eaf3cd89b7d9c09824,2018-04-01,15
2ff97219cb8622eaf3cd89b7d9c09824,2018-05-01,24
2ff97219cb8622eaf3cd89b7d9c09824,2018-06-01,9
2ff97219cb8622eaf3cd89b7d9c09824,2018-07-01,14
2ff97219cb8622eaf3cd89b7d9c09824,2018-08-01,13
3076499bbc033a927bf4a8a41bcf7fd4,2018-05-01,2
3076499bbc033a927bf4a8a41bcf7fd4,2018-06-01,1
3076499bbc033a927bf4a8a41bcf7fd4,2018-07-01,2
3076499bbc033a927bf4a8a41bcf7fd4,2018-08-01,4
3078096983cf766a32a06257648502d1,2017-05-01,2
3078096983cf766a32a06257648502d1,2017-06-01,1
3078096983cf766a32a06257648502d1,2017-07-01,2
3078096983cf766a32a06257648502d1,2017-08-01,5
3078096983cf766a32a06257648502d1,2017-09-01,9
3078096983cf766a32a06257648502d1,2017-10-01,7
3078096983cf766a32a06257648502d1,2017-11-01,11
3078096983cf766a32a06257648502d1,2017-12-01,6
3078096983cf766a32a06257648502d1,2018-01-01,7
3078096983cf766a32a06257648502d1,2018-02-01,3
3078096983cf766a32a06257648502d1,2018-03-01,3
3078096983cf766a32a06257648502d1,2018-04-01,2
3078096983cf766a32a06257648502d1,2018-05-01,3
30829ded4523ab9224b93bc49a62c95f,2018-01-01,6
30829ded4523ab9224b93bc49a62c95f,2018-02-01,4
30829ded4523ab9224b93bc49a62c95f,2018-03-01,2
30829ded4523ab9224b93bc49a62c95f,2018-04-01,3
30829ded4523ab9224b93bc49a62c95f,2018-05-01,8
30829ded4523ab9224b93bc49a62c95f,2018-06-01,5
30829ded4523ab9224b93bc49a62c95f,2018-08-01,3
3092c0b297aacfb4bb6e056ebe13b9b8,2018-01-01,2
3092c0b297aacfb4bb6e056ebe13b9b8,2018-02-01,1
3092c0b297aacfb4bb6e056ebe13b9b8,2018-03-01,6
3092c0b297aacfb4bb6e056ebe13b9b8,2018-04-01,5
3092c0b297aacfb4bb6e056ebe13b9b8,2018-06-01,3
30a2f535bb48308f991d0b9ad4a8c4bb,2017-02-01,4
30a2f535bb48308f991d0b9ad4a8c4bb,2017-04-01,1
30a2f535bb48308f991d0b9ad4a8c4bb,2017-05-01,1
30a2f535bb48308f991d0b9ad4a8c4bb,2017-06-01,3
30a2f535bb48308f991d0b9ad4a8c4bb,2017-07-01,5
30a2f535bb48308f991d0b9ad4a8c4bb,2017-08-01,5
30a2f535bb48308f991d0b9ad4a8c4bb,2017-09-01,5
30a2f535bb48308f991d0b9ad4a8c4bb,2017-10-01,5
30a2f535bb48308f991d0b9ad4a8c4bb,2017-11-01,12
30a2f535bb48308f991d0b9ad4a8c4bb,2017-12-01,9
30a2f535bb48308f991d0b9ad4a8c4bb,2018-01-01,17
30a2f535bb48308f991d0b9ad4a8c4bb,2018-02-01,12
30a2f535bb48308f991d0b9ad4a8c4bb,2018-03-01,3
30a2f535bb48308f991d0b9ad4a8c4bb,2018-04-01,2
30a2f535bb48308f991d0b9ad4a8c4bb,2018-06-01,1
30a2f535bb48308f991d0b9ad4a8c4bb,2018-07-01,2
30a81d8cf85fb2ada1b1b094c9583a95,2018-02-01,3
30a81d8cf85fb2ada1b1b094c9583a95,2018-04-01,2
30a81d8cf85fb2ada1b1b094c9583a95,2018-05-01,7
30a81d8cf85fb2ada1b1b094c9583a95,2018-07-01,3
30a81d8cf85fb2ada1b1b094c9583a95,2018-08-01,5
30c7f28fd3a5897b2c82d152bb760c17,2017-04-01,1
30c7f28fd3a5897b2c82d152bb760c17,2017-09-01,1
30c7f28fd3a5897b2c82d152bb760c17,2017-11-01,4
312ba1d77e9c332ef21f9598b7f64cd7,2018-01-01,1
312ba1d77e9c332ef21f9598b7f64cd7,2018-02-01,1
312ba1d77e9c332ef21f9598b7f64cd7,2018-03-01,3
312ba1d77e9c332ef21f9598b7f64cd7,2018-06-01,1
312ba1d77e9c332ef21f9598b7f64cd7,2018-07-01,1
31344c16881c08a8a72c6d2eb29918c1,2017-01-01,2
31344c16881c08a8a72c6d2eb29918c1,2017-03-01,3
31344c16881c08a8a72c6d2eb29918c1,2017-04-01,1
31344c16881c08a8a72c6d2eb29918c1,2017-05-01,1
31344c16881c08a8a72c6d2eb29918c1,2017-07-01,4
31344c16881c08a8a72c6d2eb29918c1,2017-08-01,2
31344c16881c08a8a72c6d2eb29918c1,2017-10-01,1
31344c16881c08a8a72c6d2eb29918c1,2017-11-01,3
31344c16881c08a8a72c6d2eb29918c1,2017-12-01,4
31344c16881c08a8a72c6d2eb29918c1,2018-01-01,4
31344c16881c08a8a72c6d2eb29918c1,2018-02-01,5
31344c16881c08a8a72c6d2eb29918c1,2018-04-01,3
31344c16881c08a8a72c6d2eb29918c1,2018-05-01,3
31344c16881c08a8a72c6d2eb29918c1,2018-06-01,2
31344c16881c08a8a72c6d2eb29918c1,2018-08-01,4
31561f325664a8a7aba4c8d0c3a9b3db,2018-06-01,11
31561f325664a8a7aba4c8d0c3a9b3db,2018-07-01,17
31561f325664a8a7aba4c8d0c3a9b3db,2018-08-01,10
318f287a62ab7ac10b703ac37435a231,2017-02-01,4
318f287a62ab7ac10b703ac37435a231,2017-03-01,5
318f287a62ab7ac10b703ac37435a231,2017-04-01,9
318f287a62ab7ac10b703ac37435a231,2017-07-01,4
318f287a62ab7ac10b703ac37435a231,2017-08-01,1
318f287a62ab7ac10b703ac37435a231,2017-09-01,3
318f287a62ab7ac10b703ac37435a231,2017-10-01,1
318f287a62ab7ac10b703ac37435a231,2017-11-01,3
318f287a62ab7ac10b703ac37435a231,2017-12-01,3
318f287a62ab7ac10b703ac37435a231,2018-01-01,3
318f287a62ab7ac10b703ac37435a231,2018-02-01,4
318f287a62ab7ac10b703ac37435a231,2018-03-01,7
318f287a62ab7ac10b703ac37435a231,2018-04-01,5
318f287a62ab7ac10b703ac37435a231,2018-05-01,3
318f287a62ab7ac10b703ac37435a231,2018-06-01,3
318f287a62ab7ac10b703ac37435a231,2018-07-01,2
318f287a62ab7ac10b703ac37435a231,2018-08-01,1
31ae0774c17fabd06ff707cc5bde005f,2017-05-01,2
31ae0774c17fabd06ff707cc5bde005f,2017-09-01,1
31ae0774c17fabd06ff707cc5bde005f,2017-10-01,1
31ae0774c17fabd06ff707cc5bde005f,2017-11-01,1
31ae0774c17fabd06ff707cc5bde005f,2018-02-01,1
31ae0774c17fabd06ff707cc5bde005f,2018-03-01,1
31ae0774c17fabd06ff707cc5bde005f,2018-04-01,2
31ae0774c17fabd06ff707cc5bde005f,2018-07-01,1
31ae0774c17fabd06ff707cc5bde005f,2018-08-01,1
31be790e64fc99f8ff48ec2bd18a3104,2018-07-01,1
31be790e64fc99f8ff48ec2bd18a3104,2018-08-01,5
31da954dc0855f2495c6310f70a2f931,2017-09-01,3
31da954dc0855f2495c6310f70a2f931,2017-10-01,1
31da954dc0855f2495c6310f70a2f931,2017-12-01,4
31da954dc0855f2495c6310f70a2f931,2018-01-01,7
31da954dc0855f2495c6310f70a2f931,2018-03-01,8
31da954dc0855f2495c6310f70a2f931,2018-04-01,2
31da954dc0855f2495c6310f70a2f931,2018-05-01,3
31da954dc0855f2495c6310f70a2f931,2018-06-01,1
31da954dc0855f2495c6310f70a2f931,2018-08-01,1
31e60bf8d103ce47932a85f5562deb16,2018-07-01,1
31eec405c9bb71dec8e2629a92e764fa,2018-06-01,1
31eec405c9bb71dec8e2629a92e764fa,2018-07-01,2
31eec405c9bb71dec8e2629a92e764fa,2018-08-01,2
323ce52b5b81df2cd804b017b7f09aa7,2018-01-01,3
323ce52b5b81df2cd804b017b7f09aa7,2018-02-01,10
323ce52b5b81df2cd804b017b7f09aa7,2018-03-01,9
323ce52b5b81df2cd804b017b7f09aa7,2018-04-01,2
323ce52b5b81df2cd804b017b7f09aa7,2018-05-01,1
323ce52b5b81df2cd804b017b7f09aa7,2018-06-01,1
323ce52b5b81df2cd804b017b7f09aa7,2018-07-01,2
323ce52b5b81df2cd804b017b7f09aa7,2018-08-01,1
324583d68897f5ddbaf38f6248322176,2018-02-01,3
325f3178fb58e2a9778334621eecdbf9,2017-03-01,1
325f3178fb58e2a9778334621eecdbf9,2017-04-01,2
325f3178fb58e2a9778334621eecdbf9,2017-05-01,5
325f3178fb58e2a9778334621eecdbf9,2017-06-01,2
325f3178fb58e2a9778334621eecdbf9,2017-07-01,7
325f3178fb58e2a9778334621eecdbf9,2017-08-01,8
325f3178fb58e2a9778334621eecdbf9,2017-09-01,7
325f3178fb58e2a9778334621eecdbf9,2017-10-01,5
325f3178fb58e2a9778334621eecdbf9,2017-11-01,5
325f3178fb58e2a9778334621eecdbf9,2017-12-01,2
325f3178fb58e2a9778334621eecdbf9,2018-01-01,2
327b89b872c14d1c0be7235ef4871685,2017-02-01,1
327b89b872c14d1c0be7235ef4871685,2017-03-01,2
3289d8c3eef4873f91ce0b1343c0dd58,2018-05-01,1
328acb143b4a73aad6bee8e734f5d20d,2017-02-01,2
3296662b1331dea51e744505065ae889,2018-08-01,1
32b8764b4ef628b53608fc34011fcc13,2018-03-01,4
32b8764b4ef628b53608fc34011fcc13,2018-04-01,10
32b8764b4ef628b53608fc34011fcc13,2018-05-01,8
32b8764b4ef628b53608fc34011fcc13,2018-06-01,5
32b8764b4ef628b53608fc34011fcc13,2018-07-01,3
32b8764b4ef628b53608fc34011fcc13,2018-08-01,8
32e5635e63cb374eb63afdd242fb6134,2017-08-01,1
32f1bb9dfa65bc7df5c0d9d95a616be4,2018-03-01,1
32f1bb9dfa65bc7df5c0d9d95a616be4,2018-04-01,1
32f1bb9dfa65bc7df5c0d9d95a616be4,2018-06-01,1
32f1bb9dfa65bc7df5c0d9d95a616be4,2018-08-01,2
32f83ffe11cd40f7adcf4eef171f52d9,2017-11-01,1
32fdd5d44ecb43dfd6a24b9369eca144,2017-03-01,2
32fdd5d44ecb43dfd6a24b9369eca144,2017-04-01,4
32fdd5d44ecb43dfd6a24b9369eca144,2017-05-01,2
333c4210e76a1aa2ab817b99437e3ff1,2018-07-01,1
333c4210e76a1aa2ab817b99437e3ff1,2018-08-01,1
3340ef1913fb70d28420f6ceb685c339,2017-01-01,4
3340ef1913fb70d28420f6ceb685c339,2017-02-01,6
3340ef1913fb70d28420f6ceb685c339,2017-03-01,13
3340ef1913fb70d28420f6ceb685c339,2017-04-01,8
3340ef1913fb70d28420f6ceb685c339,2017-05-01,3
3340ef1913fb70d28420f6ceb685c339,2017-06-01,2
3340ef1913fb70d28420f6ceb685c339,2017-08-01,2
3340ef1913fb70d28420f6ceb685c339,2017-09-01,1
3340ef1913fb70d28420f6ceb685c339,2017-11-01,3
334cab711dee080b079fa5779b584783,2018-04-01,2
334cab711dee080b079fa5779b584783,2018-05-01,7
334cab711dee080b079fa5779b584783,2018-06-01,6
334cab711dee080b079fa5779b584783,2018-07-01,10
334cab711dee080b079fa5779b584783,2018-08-01,1
33576ec5412fb5905d876f12f33bfde6,2017-07-01,1
33576ec5412fb5905d876f12f33bfde6,2017-09-01,12
33576ec5412fb5905d876f12f33bfde6,2017-10-01,2
33576ec5412fb5905d876f12f33bfde6,2017-11-01,2
33576ec5412fb5905d876f12f33bfde6,2017-12-01,5
33576ec5412fb5905d876f12f33bfde6,2018-01-01,1
33576ec5412fb5905d876f12f33bfde6,2018-03-01,4
33576ec5412fb5905d876f12f33bfde6,2018-05-01,3
33576ec5412fb5905d876f12f33bfde6,2018-06-01,2
3361277dc30b7cccdb0c286b24219756,2017-02-01,1
3361277dc30b7cccdb0c286b24219756,2017-03-01,5
3361277dc30b7cccdb0c286b24219756,2017-04-01,2
3361277dc30b7cccdb0c286b24219756,2017-05-01,1
3361277dc30b7cccdb0c286b24219756,2017-06-01,1
3361277dc30b7cccdb0c286b24219756,2017-08-01,1
3361277dc30b7cccdb0c286b24219756,2017-09-01,1
3361277dc30b7cccdb0c286b24219756,2017-11-01,14
3361277dc30b7cccdb0c286b24219756,2017-12-01,1
3361277dc30b7cccdb0c286b24219756,2018-01-01,5
3361277dc30b7cccdb0c286b24219756,2018-02-01,1
3361277dc30b7cccdb0c286b24219756,2018-03-01,1
3361277dc30b7cccdb0c286b24219756,2018-04-01,5
3361277dc30b7cccdb0c286b24219756,2018-06-01,1
3361277dc30b7cccdb0c286b24219756,2018-07-01,1
3361277dc30b7cccdb0c286b24219756,2018-08-01,1
3364a91ec4d56c98e44174de954b94f6,2017-04-01,1
3364a91ec4d56c98e44174de954b94f6,2017-05-01,2
3364a91ec4d56c98e44174de954b94f6,2017-07-01,1
3364a91ec4d56c98e44174de954b94f6,2017-08-01,2
33a17d60c64393351ebf1ef860f4e0f2,2017-07-01,2
33a17d60c64393351ebf1ef860f4e0f2,2017-08-01,2
33a17d60c64393351ebf1ef860f4e0f2,2017-09-01,1
33a17d60c64393351ebf1ef860f4e0f2,2017-11-01,2
33a17d60c64393351ebf1ef860f4e0f2,2017-12-01,1
33a17d60c64393351ebf1ef860f4e0f2,2018-01-01,2
33a17d60c64393351ebf1ef860f4e0f2,2018-02-01,1
33a17d60c64393351ebf1ef860f4e0f2,2018-03-01,4
33a17d60c64393351ebf1ef860f4e0f2,2018-04-01,7
33a17d60c64393351ebf1ef860f4e0f2,2018-05-01,8
33a17d60c64393351ebf1ef860f4e0f2,2018-06-01,9
33a17d60c64393351ebf1ef860f4e0f2,2018-07-01,5
33a17d60c64393351ebf1ef860f4e0f2,2018-08-01,3
33a6f4b1e7cdc205511e76ba1b6e0186,2018-01-01,6
33a6f4b1e7cdc205511e76ba1b6e0186,2018-02-01,14
33a6f4b1e7cdc205511e76ba1b6e0186,2018-03-01,17
33a6f4b1e7cdc205511e76ba1b6e0186,2018-04-01,27
33a6f4b1e7cdc205511e76ba1b6e0186,2018-05-01,28
33a6f4b1e7cdc205511e76ba1b6e0186,2018-06-01,14
33a6f4b1e7cdc205511e76ba1b6e0186,2018-07-01,4
33a6f4b1e7cdc205511e76ba1b6e0186,2018-08-01,16
33ab10be054370c254ddfcf0a6253422,2018-06-01,1
33ab10be054370c254ddfcf0a6253422,2018-08-01,3
33ac3e28642ab8bda860a2f693000e78,2017-02-01,3
33ac3e28642ab8bda860a2f693000e78,2017-03-01,4
33ac3e28642ab8bda860a2f693000e78,2017-04-01,2
33ac3e28642ab8bda860a2f693000e78,2017-05-01,1
33ac3e28642ab8bda860a2f693000e78,2017-07-01,1
33ac3e28642ab8bda860a2f693000e78,2017-08-01,1
33ac3e28642ab8bda860a2f693000e78,2017-09-01,4
33ac3e28642ab8bda860a2f693000e78,2017-10-01,2
33ac3e28642ab8bda860a2f693000e78,2017-11-01,1
33ac3e28642ab8bda860a2f693000e78,2017-12-01,2
33ac3e28642ab8bda860a2f693000e78,2018-01-01,1
33ac3e28642ab8bda860a2f693000e78,2018-02-01,1
33ac3e28642ab8bda860a2f693000e78,2018-03-01,1
33ac3e28642ab8bda860a2f693000e78,2018-04-01,4
33ac3e28642ab8bda860a2f693000e78,2018-05-01,4
33ac3e28642ab8bda860a2f693000e78,2018-06-01,1
33ac3e28642ab8bda860a2f693000e78,2018-07-01,2
33c51922b6e3c16b24a8f28e5833c99d,2017-12-01,5
33c51922b6e3c16b24a8f28e5833c99d,2018-02-01,4
33c51922b6e3c16b24a8f28e5833c99d,2018-03-01,3
33c51922b6e3c16b24a8f28e5833c99d,2018-05-01,1
33c51922b6e3c16b24a8f28e5833c99d,2018-06-01,2
33c51922b6e3c16b24a8f28e5833c99d,2018-07-01,3
33c51922b6e3c16b24a8f28e5833c99d,2018-08-01,2
33cbbec1e7e1044aaf11d152172c776f,2018-04-01,7
33cbbec1e7e1044aaf11d152172c776f,2018-05-01,2
33cbbec1e7e1044aaf11d152172c776f,2018-06-01,1
33cbbec1e7e1044aaf11d152172c776f,2018-07-01,5
33cbbec1e7e1044aaf11d152172c776f,2018-08-01,1
33cbda8716511e27e556dff9d8418bf2,2017-03-01,1
33cbda8716511e27e556dff9d8418bf2,2017-04-01,2
33cbda8716511e27e556dff9d8418bf2,2018-01-01,1
33cbda8716511e27e556dff9d8418bf2,2018-05-01,1
33cbda8716511e27e556dff9d8418bf2,2018-06-01,1
33d677f27a69b84051204ee4ae76eaca,2018-03-01,1
33d677f27a69b84051204ee4ae76eaca,2018-04-01,3
33d677f27a69b84051204ee4ae76eaca,2018-06-01,5
33d677f27a69b84051204ee4ae76eaca,2018-07-01,1
33dd941c27854f7625b968cc6195a552,2018-05-01,2
33dd941c27854f7625b968cc6195a552,2018-06-01,2
33dd941c27854f7625b968cc6195a552,2018-08-01,1
33fd411ed63a7c2f9005e3f065d9f85d,2018-04-01,1
34056b8b55c1775a22af2331670a799c,2017-11-01,5
34056b8b55c1775a22af2331670a799c,2018-01-01,1
34056b8b55c1775a22af2331670a799c,2018-03-01,9
34056b8b55c1775a22af2331670a799c,2018-04-01,15
34056b8b55c1775a22af2331670a799c,2018-05-01,16
34056b8b55c1775a22af2331670a799c,2018-06-01,13
34056b8b55c1775a22af2331670a799c,2018-07-01,9
34056b8b55c1775a22af2331670a799c,2018-08-01,9
340636a908b13bbe0f4fb63fbe1d0c03,2018-04-01,2
340636a908b13bbe0f4fb63fbe1d0c03,2018-05-01,1
343e716476e3748b069f980efbaa294e,2017-04-01,1
343e716476e3748b069f980efbaa294e,2017-08-01,2
343e716476e3748b069f980efbaa294e,2017-09-01,1
343e716476e3748b069f980efbaa294e,2017-10-01,1
343e716476e3748b069f980efbaa294e,2017-11-01,2
343e716476e3748b069f980efbaa294e,2017-12-01,3
343e716476e3748b069f980efbaa294e,2018-01-01,3
343e716476e3748b069f980efbaa294e,2018-03-01,4
343e716476e3748b069f980efbaa294e,2018-04-01,4
343e716476e3748b069f980efbaa294e,2018-05-01,1
343e716476e3748b069f980efbaa294e,2018-06-01,1
343e716476e3748b069f980efbaa294e,2018-08-01,1
3442033154be05bac582e173ef54fd12,2018-08-01,1
344223b2a90784f64136a8a5da012e7f,2018-01-01,1
3442f8959a84dea7ee197c632cb2df15,2017-05-01,1
3442f8959a84dea7ee197c632cb2df15,2017-08-01,2
34675b28b826facfde119785bf287dc1,2017-08-01,1
3481aa57cd91f9f9d3fa1fa12d9a3bf7,2016-10-01,2
3481aa57cd91f9f9d3fa1fa12d9a3bf7,2017-01-01,1
3481aa57cd91f9f9d3fa1fa12d9a3bf7,2017-02-01,12
3481aa57cd91f9f9d3fa1fa12d9a3bf7,2017-03-01,2
3481aa57cd91f9f9d3fa1fa12d9a3bf7,2017-05-01,2
3481aa57cd91f9f9d3fa1fa12d9a3bf7,2017-06-01,2
3481aa57cd91f9f9d3fa1fa12d9a3bf7,2017-08-01,4
3492e68f37fd1df87f4f2f2ea247f445,2018-05-01,3
3492e68f37fd1df87f4f2f2ea247f445,2018-07-01,2
3492e68f37fd1df87f4f2f2ea247f445,2018-08-01,4
34a557286ead8fe75c989e0afcf7d98c,2018-05-01,1
34a557286ead8fe75c989e0afcf7d98c,2018-06-01,1
34a557286ead8fe75c989e0afcf7d98c,2018-07-01,1
34a557286ead8fe75c989e0afcf7d98c,2018-08-01,1
34d1ca11b242c0fee2c834ae8d788566,2017-03-01,5
34d1ca11b242c0fee2c834ae8d788566,2017-04-01,1
34d1ca11b242c0fee2c834ae8d788566,2017-05-01,5
34d1ca11b242c0fee2c834ae8d788566,2017-06-01,2
34d1ca11b242c0fee2c834ae8d788566,2017-08-01,1
34d1ca11b242c0fee2c834ae8d788566,2017-09-01,6
34d1ca11b242c0fee2c834ae8d788566,2017-10-01,5
34d1ca11b242c0fee2c834ae8d788566,2017-11-01,1
34d1ca11b242c0fee2c834ae8d788566,2017-12-01,1
34d1ca11b242c0fee2c834ae8d788566,2018-01-01,1
