seller_id,year_month,pedidos
02ecc2a19303f05e59ce133fd923fff7,2017-11-01,4
02ecc2a19303f05e59ce133fd923fff7,2017-12-01,4
02ecc2a19303f05e59ce133fd923fff7,2018-01-01,2
02ecc2a19303f05e59ce133fd923fff7,2018-02-01,1
02ecc2a19303f05e59ce133fd923fff7,2018-03-01,4
02ecc2a19303f05e59ce133fd923fff7,2018-04-01,1
02ecc2a19303f05e59ce133fd923fff7,2018-05-01,2
02ecc2a19303f05e59ce133fd923fff7,2018-07-01,2
02ecc2a19303f05e59ce133fd923fff7,2018-08-01,1
02f5837340d7eb4f653d676c7256523a,2017-11-01,5
02f5837340d7eb4f653d676c7256523a,2017-12-01,7
02f5837340d7eb4f653d676c7256523a,2018-01-01,12
02f5837340d7eb4f653d676c7256523a,2018-03-01,1
02f5837340d7eb4f653d676c7256523a,2018-04-01,1
02f5837340d7eb4f653d676c7256523a,2018-06-01,2
02f5837340d7eb4f653d676c7256523a,2018-07-01,1
02f5837340d7eb4f653d676c7256523a,2018-08-01,1
02f623a8eb246f3c5f7c2f96462654e6,2018-04-01,2
02f623a8eb246f3c5f7c2f96462654e6,2018-05-01,4
02f623a8eb246f3c5f7c2f96462654e6,2018-06-01,9
02f623a8eb246f3c5f7c2f96462654e6,2018-07-01,15
02f623a8eb246f3c5f7c2f96462654e6,2018-08-01,14
0307f7565ff85b299b6e5ef162b1b1a9,2016-10-01,1
0307f7565ff85b299b6e5ef162b1b1a9,2017-02-01,2
0307f7565ff85b299b6e5ef162b1b1a9,2017-03-01,2
0307f7565ff85b299b6e5ef162b1b1a9,2017-05-01,1
0336182e1b3e92f029d5354832045fdf,2016-10-01,2
034b9387752bfa309f350a70cd45ffa3,2018-04-01,4
034b9387752bfa309f350a70cd45ffa3,2018-06-01,1
034b9387752bfa309f350a70cd45ffa3,2018-07-01,2
034b9387752bfa309f350a70cd45ffa3,2018-08-01,1
038b75b729c8a9a04b0d07cba7eabe86,2018-04-01,2
039b29ff3b3473435d0cd59040575de9,2018-04-01,2
039b29ff3b3473435d0cd59040575de9,2018-05-01,1
039b29ff3b3473435d0cd59040575de9,2018-06-01,1
039b29ff3b3473435d0cd59040575de9,2018-07-01,1
039b29ff3b3473435d0cd59040575de9,2018-08-01,4
039e6ad9dae79614493083e241147386,2018-04-01,2
039e6ad9dae79614493083e241147386,2018-05-01,2
039e6ad9dae79614493083e241147386,2018-07-01,1
03a2a6dcbe45d639c4dc2a0d24769c40,2018-03-01,3
03a2a6dcbe45d639c4dc2a0d24769c40,2018-04-01,1
03a2a6dcbe45d639c4dc2a0d24769c40,2018-06-01,3
03a2a6dcbe45d639c4dc2a0d24769c40,2018-08-01,2
03bd479e1d9484cdb14104d3023f7321,2018-05-01,1
03bd479e1d9484cdb14104d3023f7321,2018-07-01,2
0417b067eeab773d2f7061a726dc477f,2018-03-01,4
0417b067eeab773d2f7061a726dc477f,2018-04-01,1
0417b067eeab773d2f7061a726dc477f,2018-05-01,4
0417b067eeab773d2f7061a726dc477f,2018-07-01,1
0417b067eeab773d2f7061a726dc477f,2018-08-01,3
042573af89b6d931f672efaf789d8358,2018-01-01,2
042573af89b6d931f672efaf789d8358,2018-02-01,1
04308b1ee57b6625f47df1d56f00eedf,2017-11-01,3
04308b1ee57b6625f47df1d56f00eedf,2017-12-01,4
04308b1ee57b6625f47df1d56f00eedf,2018-01-01,1
04308b1ee57b6625f47df1d56f00eedf,2018-02-01,10
04308b1ee57b6625f47df1d56f00eedf,2018-03-01,25
04308b1ee57b6625f47df1d56f00eedf,2018-04-01,5
04308b1ee57b6625f47df1d56f00eedf,2018-06-01,1
04308b1ee57b6625f47df1d56f00eedf,2018-07-01,27
04308b1ee57b6625f47df1d56f00eedf,2018-08-01,16
0432ead42b6c8a0bdf68154add917fdf,2017-04-01,10
0432ead42b6c8a0bdf68154add917fdf,2017-05-01,17
0432ead42b6c8a0bdf68154add917fdf,2017-06-01,8
0432ead42b6c8a0bdf68154add917fdf,2017-07-01,6
0432ead42b6c8a0bdf68154add917fdf,2017-08-01,6
0432ead42b6c8a0bdf68154add917fdf,2017-09-01,8
0432ead42b6c8a0bdf68154add917fdf,2017-10-01,7
0432ead42b6c8a0bdf68154add917fdf,2017-11-01,7
0432ead42b6c8a0bdf68154add917fdf,2017-12-01,9
0432ead42b6c8a0bdf68154add917fdf,2018-01-01,3
0432ead42b6c8a0bdf68154add917fdf,2018-02-01,2
0432ead42b6c8a0bdf68154add917fdf,2018-03-01,2
0432ead42b6c8a0bdf68154add917fdf,2018-05-01,1
0432ead42b6c8a0bdf68154add917fdf,2018-07-01,1
044668ccd5316b12a7cf0d54a156e3e9,2018-08-01,4
04843805947f0fc584fc1969b6e50fe7,2018-08-01,2
048c2757535328e0d7dac690ad3c0aae,2017-03-01,5
048c2757535328e0d7dac690ad3c0aae,2017-04-01,3
048c2757535328e0d7dac690ad3c0aae,2017-05-01,1
048c2757535328e0d7dac690ad3c0aae,2017-07-01,3
048c2757535328e0d7dac690ad3c0aae,2017-08-01,1
048c2757535328e0d7dac690ad3c0aae,2017-09-01,2
048c2757535328e0d7dac690ad3c0aae,2017-10-01,4
048c2757535328e0d7dac690ad3c0aae,2017-11-01,3
048c2757535328e0d7dac690ad3c0aae,2017-12-01,2
048c2757535328e0d7dac690ad3c0aae,2018-01-01,1
048c2757535328e0d7dac690ad3c0aae,2018-02-01,3
048c2757535328e0d7dac690ad3c0aae,2018-03-01,4
048c2757535328e0d7dac690ad3c0aae,2018-04-01,5
048c2757535328e0d7dac690ad3c0aae,2018-05-01,4
048c2757535328e0d7dac690ad3c0aae,2018-06-01,4
048c2757535328e0d7dac690ad3c0aae,2018-07-01,3
048c2757535328e0d7dac690ad3c0aae,2018-08-01,2
04aa0a1c5ce6b222003403a3e11c3cc0,2017-03-01,1
04aa0a1c5ce6b222003403a3e11c3cc0,2017-04-01,1
04aa0a1c5ce6b222003403a3e11c3cc0,2017-05-01,5
04aa0a1c5ce6b222003403a3e11c3cc0,2017-07-01,1
04aa0a1c5ce6b222003403a3e11c3cc0,2017-08-01,1
04aa0a1c5ce6b222003403a3e11c3cc0,2017-09-01,7
04aa0a1c5ce6b222003403a3e11c3cc0,2018-01-01,1
04aba03279157f6d4e0fe8ccaf21963c,2017-05-01,2
04aba03279157f6d4e0fe8ccaf21963c,2017-08-01,1
04aba03279157f6d4e0fe8ccaf21963c,2017-10-01,2
04aba03279157f6d4e0fe8ccaf21963c,2017-11-01,1
04aba03279157f6d4e0fe8ccaf21963c,2017-12-01,3
04aba03279157f6d4e0fe8ccaf21963c,2018-01-01,1
04aba03279157f6d4e0fe8ccaf21963c,2018-02-01,1
04aba03279157f6d4e0fe8ccaf21963c,2018-03-01,2
04aba03279157f6d4e0fe8ccaf21963c,2018-04-01,1
04aba03279157f6d4e0fe8ccaf21963c,2018-08-01,1
04e38a233f726ef161074ab1c9b0399a,2017-09-01,4
04e38a233f726ef161074ab1c9b0399a,2017-10-01,1
04e38a233f726ef161074ab1c9b0399a,2017-11-01,10
04e38a233f726ef161074ab1c9b0399a,2018-01-01,3
04e38a233f726ef161074ab1c9b0399a,2018-03-01,3
04e38a233f726ef161074ab1c9b0399a,2018-04-01,2
04e38a233f726ef161074ab1c9b0399a,2018-05-01,1
04ee0ec01589969663ba5967c0e0bdc0,2018-08-01,1
04fdea0c111866e6cf812f1570d6b5bd,2017-10-01,1
04fdea0c111866e6cf812f1570d6b5bd,2017-11-01,1
04fdea0c111866e6cf812f1570d6b5bd,2017-12-01,2
04fdea0c111866e6cf812f1570d6b5bd,2018-01-01,4
0509040ea3fe50071181bbc359eb7738,2017-05-01,5
0509040ea3fe50071181bbc359eb7738,2017-06-01,4
0509040ea3fe50071181bbc359eb7738,2017-07-01,1
0509040ea3fe50071181bbc359eb7738,2017-08-01,5
0509040ea3fe50071181bbc359eb7738,2017-09-01,6
0509040ea3fe50071181bbc359eb7738,2017-10-01,1
0509040ea3fe50071181bbc359eb7738,2017-11-01,17
0509040ea3fe50071181bbc359eb7738,2017-12-01,21
0509040ea3fe50071181bbc359eb7738,2018-01-01,11
0509040ea3fe50071181bbc359eb7738,2018-02-01,9
0509040ea3fe50071181bbc359eb7738,2018-03-01,7
0509040ea3fe50071181bbc359eb7738,2018-04-01,4
0509040ea3fe50071181bbc359eb7738,2018-05-01,1
0509040ea3fe50071181bbc359eb7738,2018-06-01,1
0509040ea3fe50071181bbc359eb7738,2018-07-01,2
0509040ea3fe50071181bbc359eb7738,2018-08-01,1
052577151711aec5c744fe12e66db3e1,2017-10-01,1
054694fa03fe82cec4b7551487331d74,2017-01-01,7
054694fa03fe82cec4b7551487331d74,2017-02-01,1
054694fa03fe82cec4b7551487331d74,2017-03-01,2
054694fa03fe82cec4b7551487331d74,2017-04-01,1
054694fa03fe82cec4b7551487331d74,2017-05-01,2
054694fa03fe82cec4b7551487331d74,2017-06-01,1
054694fa03fe82cec4b7551487331d74,2017-09-01,2
054694fa03fe82cec4b7551487331d74,2017-10-01,1
054694fa03fe82cec4b7551487331d74,2018-01-01,3
054694fa03fe82cec4b7551487331d74,2018-04-01,1
056b4ada5bbc2c50cc7842547dda6b51,2017-12-01,4
056b4ada5bbc2c50cc7842547dda6b51,2018-01-01,2
056b4ada5bbc2c50cc7842547dda6b51,2018-02-01,3
056b4ada5bbc2c50cc7842547dda6b51,2018-03-01,3
056b4ada5bbc2c50cc7842547dda6b51,2018-04-01,4
056b4ada5bbc2c50cc7842547dda6b51,2018-05-01,8
056b4ada5bbc2c50cc7842547dda6b51,2018-06-01,19
056b4ada5bbc2c50cc7842547dda6b51,2018-07-01,12
056b4ada5bbc2c50cc7842547dda6b51,2018-08-01,10
0570350b23eda5444f8d1d9544932058,2018-04-01,4
0570350b23eda5444f8d1d9544932058,2018-05-01,7
05730013efda596306417c3b09302475,2018-07-01,1
05730013efda596306417c3b09302475,2018-08-01,3
058cb5aeb36d7c0fcae20fc85d5e0a59,2017-09-01,2
058cb5aeb36d7c0fcae20fc85d5e0a59,2017-10-01,1
058cb5aeb36d7c0fcae20fc85d5e0a59,2018-04-01,1
058cb5aeb36d7c0fcae20fc85d5e0a59,2018-05-01,5
058cb5aeb36d7c0fcae20fc85d5e0a59,2018-07-01,1
058cb5aeb36d7c0fcae20fc85d5e0a59,2018-08-01,2
058fd0aa2bfdb2274e05e1ae971dabb6,2017-08-01,1
058fd0aa2bfdb2274e05e1ae971dabb6,2017-09-01,2
058fd0aa2bfdb2274e05e1ae971dabb6,2017-10-01,4
058fd0aa2bfdb2274e05e1ae971dabb6,2017-11-01,11
058fd0aa2bfdb2274e05e1ae971dabb6,2017-12-01,18
058fd0aa2bfdb2274e05e1ae971dabb6,2018-01-01,4
058fd0aa2bfdb2274e05e1ae971dabb6,2018-02-01,1
058fd0aa2bfdb2274e05e1ae971dabb6,2018-03-01,6
058fd0aa2bfdb2274e05e1ae971dabb6,2018-04-01,7
058fd0aa2bfdb2274e05e1ae971dabb6,2018-05-01,6
058fd0aa2bfdb2274e05e1ae971dabb6,2018-06-01,3
05a48cc8859962767935ab9087417fbb,2018-08-01,1
05a940b4ecae36cadfd8e93bd9c43257,2017-07-01,1
05a940b4ecae36cadfd8e93bd9c43257,2017-08-01,2
05a940b4ecae36cadfd8e93bd9c43257,2017-09-01,3
05a940b4ecae36cadfd8e93bd9c43257,2017-12-01,1
05a940b4ecae36cadfd8e93bd9c43257,2018-01-01,1
05a940b4ecae36cadfd8e93bd9c43257,2018-02-01,1
05aebce0b5c8f0d41b29b686f2d05fd3,2018-03-01,1
05aebce0b5c8f0d41b29b686f2d05fd3,2018-08-01,1
05ca864204d09595ae591b93ea9cf93d,2018-08-01,1
05d2173d43ea568aa0540eba70d2ca76,2017-09-01,1
05d2173d43ea568aa0540eba70d2ca76,2017-11-01,4
05d2173d43ea568aa0540eba70d2ca76,2017-12-01,7
05d2173d43ea568aa0540eba70d2ca76,2018-01-01,11
05d2173d43ea568aa0540eba70d2ca76,2018-02-01,21
05d2173d43ea568aa0540eba70d2ca76,2018-03-01,3
05d2173d43ea568aa0540eba70d2ca76,2018-04-01,3
05d2173d43ea568aa0540eba70d2ca76,2018-05-01,6
05d2173d43ea568aa0540eba70d2ca76,2018-06-01,4
05d2173d43ea568aa0540eba70d2ca76,2018-07-01,2
05d2173d43ea568aa0540eba70d2ca76,2018-08-01,4
05e107217c7266362fd44b75b2cd4cc4,2018-06-01,2
05e107217c7266362fd44b75b2cd4cc4,2018-08-01,6
05f51e13da97139648b8125c31e5f51b,2017-07-01,8
05f51e13da97139648b8125c31e5f51b,2017-08-01,14
05f51e13da97139648b8125c31e5f51b,2017-09-01,10
05f51e13da97139648b8125c31e5f51b,2017-10-01,9
05f51e13da97139648b8125c31e5f51b,2017-11-01,15
05f51e13da97139648b8125c31e5f51b,2018-02-01,1
05f51e13da97139648b8125c31e5f51b,2018-03-01,3
05feb94f19d094d4b0f9281f0b1d4c99,2017-08-01,1
05feb94f19d094d4b0f9281f0b1d4c99,2017-09-01,1
05feb94f19d094d4b0f9281f0b1d4c99,2017-10-01,1
05feb94f19d094d4b0f9281f0b1d4c99,2017-12-01,1
05feb94f19d094d4b0f9281f0b1d4c99,2018-01-01,1
05feb94f19d094d4b0f9281f0b1d4c99,2018-02-01,1
05ff92fedb5be47920fea08e501238b9,2016-10-01,1
05ff92fedb5be47920fea08e501238b9,2017-01-01,4
05ff92fedb5be47920fea08e501238b9,2017-02-01,4
05ff92fedb5be47920fea08e501238b9,2017-03-01,9
05ff92fedb5be47920fea08e501238b9,2017-04-01,1
05ff92fedb5be47920fea08e501238b9,2017-06-01,4
05ff92fedb5be47920fea08e501238b9,2017-07-01,2
05ff92fedb5be47920fea08e501238b9,2017-08-01,3
05ff92fedb5be47920fea08e501238b9,2017-09-01,4
05ff92fedb5be47920fea08e501238b9,2017-10-01,2
05ff92fedb5be47920fea08e501238b9,2017-11-01,5
05ff92fedb5be47920fea08e501238b9,2017-12-01,3
05ff92fedb5be47920fea08e501238b9,2018-01-01,3
05ff92fedb5be47920fea08e501238b9,2018-02-01,3
05ff92fedb5be47920fea08e501238b9,2018-04-01,4
05ff92fedb5be47920fea08e501238b9,2018-05-01,1
05ff92fedb5be47920fea08e501238b9,2018-06-01,2
05ff92fedb5be47920fea08e501238b9,2018-07-01,1
05ff92fedb5be47920fea08e501238b9,2018-08-01,4
062c325cd6a2b87845fab56b4ec2eeae,2018-05-01,1
062c325cd6a2b87845fab56b4ec2eeae,2018-08-01,1
062ce95fa2ad4dfaedfc79260130565f,2017-01-01,3
062ce95fa2ad4dfaedfc79260130565f,2017-02-01,1
062ce95fa2ad4dfaedfc79260130565f,2017-03-01,7
062ce95fa2ad4dfaedfc79260130565f,2017-04-01,14
062ce95fa2ad4dfaedfc79260130565f,2017-05-01,11
062ce95fa2ad4dfaedfc79260130565f,2017-06-01,12
062ce95fa2ad4dfaedfc79260130565f,2017-07-01,6
062ce95fa2ad4dfaedfc79260130565f,2017-08-01,4
062ce95fa2ad4dfaedfc79260130565f,2017-09-01,1
06532f10282704ef4c69168b914b77be,2017-03-01,3
