seller_id,year_month,ingresos_total
0509040ea3fe50071181bbc359eb7738,2017-10-01,34.9
0509040ea3fe50071181bbc359eb7738,2017-11-01,577.25
0509040ea3fe50071181bbc359eb7738,2017-12-01,706.05
0509040ea3fe50071181bbc359eb7738,2018-01-01,307.6
0509040ea3fe50071181bbc359eb7738,2018-02-01,372.2
0509040ea3fe50071181bbc359eb7738,2018-03-01,184.3
0509040ea3fe50071181bbc359eb7738,2018-04-01,227.5
0509040ea3fe50071181bbc359eb7738,2018-05-01,143.9
0509040ea3fe50071181bbc359eb7738,2018-06-01,34.9
0509040ea3fe50071181bbc359eb7738,2018-07-01,154.8
0509040ea3fe50071181bbc359eb7738,2018-08-01,54.9
052577151711aec5c744fe12e66db3e1,2017-10-01,687.0
054694fa03fe82cec4b7551487331d74,2017-01-01,2435.0
054694fa03fe82cec4b7551487331d74,2017-02-01,259.0
054694fa03fe82cec4b7551487331d74,2017-03-01,1076.0
054694fa03fe82cec4b7551487331d74,2017-04-01,447.0
054694fa03fe82cec4b7551487331d74,2017-05-01,826.0
054694fa03fe82cec4b7551487331d74,2017-06-01,447.0
054694fa03fe82cec4b7551487331d74,2017-09-01,694.0
054694fa03fe82cec4b7551487331d74,2017-10-01,497.0
054694fa03fe82cec4b7551487331d74,2018-01-01,1008.1
054694fa03fe82cec4b7551487331d74,2018-04-01,597.0
056b4ada5bbc2c50cc7842547dda6b51,2017-12-01,995.98
056b4ada5bbc2c50cc7842547dda6b51,2018-01-01,274.98
056b4ada5bbc2c50cc7842547dda6b51,2018-02-01,1459.97
056b4ada5bbc2c50cc7842547dda6b51,2018-03-01,450.99
056b4ada5bbc2c50cc7842547dda6b51,2018-04-01,661.97
056b4ada5bbc2c50cc7842547dda6b51,2018-05-01,1255.92
056b4ada5bbc2c50cc7842547dda6b51,2018-06-01,3085.81
056b4ada5bbc2c50cc7842547dda6b51,2018-07-01,1792.88
056b4ada5bbc2c50cc7842547dda6b51,2018-08-01,2224.9
0570350b23eda5444f8d1d9544932058,2018-04-01,238.6
0570350b23eda5444f8d1d9544932058,2018-05-01,388.3
05730013efda596306417c3b09302475,2018-07-01,238.0
05730013efda596306417c3b09302475,2018-08-01,714.0
058cb5aeb36d7c0fcae20fc85d5e0a59,2017-09-01,184.0
058cb5aeb36d7c0fcae20fc85d5e0a59,2017-10-01,92.0
058cb5aeb36d7c0fcae20fc85d5e0a59,2018-04-01,92.0
058cb5aeb36d7c0fcae20fc85d5e0a59,2018-05-01,479.0
058cb5aeb36d7c0fcae20fc85d5e0a59,2018-07-01,148.5
058cb5aeb36d7c0fcae20fc85d5e0a59,2018-08-01,240.5
058fd0aa2bfdb2274e05e1ae971dabb6,2017-08-01,142.5
058fd0aa2bfdb2274e05e1ae971dabb6,2017-09-01,287.5
058fd0aa2bfdb2274e05e1ae971dabb6,2017-10-01,567.5
058fd0aa2bfdb2274e05e1ae971dabb6,2017-11-01,1296.0
058fd0aa2bfdb2274e05e1ae971dabb6,2017-12-01,2128.0
058fd0aa2bfdb2274e05e1ae971dabb6,2018-01-01,499.0
058fd0aa2bfdb2274e05e1ae971dabb6,2018-02-01,120.0
058fd0aa2bfdb2274e05e1ae971dabb6,2018-03-01,768.5
058fd0aa2bfdb2274e05e1ae971dabb6,2018-04-01,816.6
058fd0aa2bfdb2274e05e1ae971dabb6,2018-05-01,616.3
058fd0aa2bfdb2274e05e1ae971dabb6,2018-06-01,308.0
05a48cc8859962767935ab9087417fbb,2018-08-01,42.9
05a940b4ecae36cadfd8e93bd9c43257,2017-07-01,39.9
05a940b4ecae36cadfd8e93bd9c43257,2017-08-01,218.8
05a940b4ecae36cadfd8e93bd9c43257,2017-09-01,74.7
05a940b4ecae36cadfd8e93bd9c43257,2017-12-01,65.9
05a940b4ecae36cadfd8e93bd9c43257,2018-01-01,251.9
05a940b4ecae36cadfd8e93bd9c43257,2018-02-01,43.9
05aebce0b5c8f0d41b29b686f2d05fd3,2018-03-01,34.99
05aebce0b5c8f0d41b29b686f2d05fd3,2018-08-01,40.0
05ca864204d09595ae591b93ea9cf93d,2018-08-01,179.9
05d2173d43ea568aa0540eba70d2ca76,2017-09-01,78.0
05d2173d43ea568aa0540eba70d2ca76,2017-11-01,310.5
05d2173d43ea568aa0540eba70d2ca76,2017-12-01,677.18
05d2173d43ea568aa0540eba70d2ca76,2018-01-01,1505.11
05d2173d43ea568aa0540eba70d2ca76,2018-02-01,1365.16
05d2173d43ea568aa0540eba70d2ca76,2018-03-01,76.96
05d2173d43ea568aa0540eba70d2ca76,2018-04-01,267.42
05d2173d43ea568aa0540eba70d2ca76,2018-05-01,301.31
05d2173d43ea568aa0540eba70d2ca76,2018-06-01,398.19
05d2173d43ea568aa0540eba70d2ca76,2018-07-01,503.8
05d2173d43ea568aa0540eba70d2ca76,2018-08-01,276.03
05e107217c7266362fd44b75b2cd4cc4,2018-06-01,25.98
05e107217c7266362fd44b75b2cd4cc4,2018-08-01,167.4
05f51e13da97139648b8125c31e5f51b,2017-07-01,1133.61
05f51e13da97139648b8125c31e5f51b,2017-08-01,3963.69
05f51e13da97139648b8125c31e5f51b,2017-09-01,3037.18
05f51e13da97139648b8125c31e5f51b,2017-10-01,881.46
05f51e13da97139648b8125c31e5f51b,2017-11-01,2973.68
05f51e13da97139648b8125c31e5f51b,2018-02-01,45.9
05f51e13da97139648b8125c31e5f51b,2018-03-01,1064.79
05feb94f19d094d4b0f9281f0b1d4c99,2017-08-01,1300.0
05feb94f19d094d4b0f9281f0b1d4c99,2017-09-01,1663.0
05feb94f19d094d4b0f9281f0b1d4c99,2017-10-01,1688.0
05feb94f19d094d4b0f9281f0b1d4c99,2017-12-01,1326.0
05feb94f19d094d4b0f9281f0b1d4c99,2018-01-01,1688.0
