seller_id,year_month,ingresos_total
46dc3b2cc0980fb8ec44634e21d2718e,2017-04-01,2558.73
46dc3b2cc0980fb8ec44634e21d2718e,2017-05-01,7344.75
46dc3b2cc0980fb8ec44634e21d2718e,2017-06-01,6664.66
46dc3b2cc0980fb8ec44634e21d2718e,2017-07-01,5804.77
46dc3b2cc0980fb8ec44634e21d2718e,2017-08-01,6049.78
46dc3b2cc0980fb8ec44634e21d2718e,2017-09-01,12972.44
46dc3b2cc0980fb8ec44634e21d2718e,2017-10-01,16549.22
46dc3b2cc0980fb8ec44634e21d2718e,2017-11-01,21048.9
46dc3b2cc0980fb8ec44634e21d2718e,2017-12-01,17094.18
46dc3b2cc0980fb8ec44634e21d2718e,2018-01-01,3519.84
46dc3b2cc0980fb8ec44634e21d2718e,2018-02-01,3339.93
46dc3b2cc0980fb8ec44634e21d2718e,2018-03-01,1419.94
46dc3b2cc0980fb8ec44634e21d2718e,2018-04-01,699.96
46dc3b2cc0980fb8ec44634e21d2718e,2018-05-01,2589.89
46dc3b2cc0980fb8ec44634e21d2718e,2018-06-01,2429.87
46dc3b2cc0980fb8ec44634e21d2718e,2018-07-01,1089.96
46dc3b2cc0980fb8ec44634e21d2718e,2018-08-01,829.96
46ef1a25845fc051c2998d878354810c,2017-09-01,56.06
46ef1a25845fc051c2998d878354810c,2018-01-01,84.81
46ef1a25845fc051c2998d878354810c,2018-02-01,87.19
46ef1a25845fc051c2998d878354810c,2018-08-01,22.35
4736e9d642ef4257cd7622516931eb51,2017-11-01,339.96
4736e9d642ef4257cd7622516931eb51,2017-12-01,78.99
4736e9d642ef4257cd7622516931eb51,2018-03-01,33.99
4736e9d642ef4257cd7622516931eb51,2018-05-01,64.99
4736e9d642ef4257cd7622516931eb51,2018-06-01,109.96
4736e9d642ef4257cd7622516931eb51,2018-07-01,257.99
4736e9d642ef4257cd7622516931eb51,2018-08-01,192.99
47648caee88ccfe951fbb27fbf7b4cbe,2018-04-01,579.99
47648caee88ccfe951fbb27fbf7b4cbe,2018-05-01,985.0
478bfe564db21eeb44386606aa30b650,2017-10-01,92.8
478bfe564db21eeb44386606aa30b650,2017-12-01,89.9
47efca563408aae19bb7206c2d969ea9,2018-01-01,590.0
47efca563408aae19bb7206c2d969ea9,2018-02-01,776.0
47efca563408aae19bb7206c2d969ea9,2018-03-01,295.0
47efca563408aae19bb7206c2d969ea9,2018-04-01,295.0
47efca563408aae19bb7206c2d969ea9,2018-05-01,71.0
47efca563408aae19bb7206c2d969ea9,2018-07-01,71.0
47efca563408aae19bb7206c2d969ea9,2018-08-01,285.0
47f55702f598c7c6cc8458b0fbc1c49a,2017-09-01,75.0
48162d548f5b1b11b9d29d1e01f75a61,2017-01-01,183.29
48162d548f5b1b11b9d29d1e01f75a61,2017-02-01,594.2
48162d548f5b1b11b9d29d1e01f75a61,2017-03-01,1166.2
48162d548f5b1b11b9d29d1e01f75a61,2017-04-01,1337.7
48162d548f5b1b11b9d29d1e01f75a61,2017-05-01,2412.2
48162d548f5b1b11b9d29d1e01f75a61,2017-06-01,1288.3
48162d548f5b1b11b9d29d1e01f75a61,2017-07-01,1793.8
48162d548f5b1b11b9d29d1e01f75a61,2017-08-01,1027.6
48162d548f5b1b11b9d29d1e01f75a61,2017-09-01,1296.1
48162d548f5b1b11b9d29d1e01f75a61,2017-10-01,2715.0
48162d548f5b1b11b9d29d1e01f75a61,2017-11-01,452.0
48162d548f5b1b11b9d29d1e01f75a61,2018-01-01,807.0
48162d548f5b1b11b9d29d1e01f75a61,2018-02-01,196.0
48162d548f5b1b11b9d29d1e01f75a61,2018-03-01,2180.0
48162d548f5b1b11b9d29d1e01f75a61,2018-04-01,449.0
48162d548f5b1b11b9d29d1e01f75a61,2018-05-01,823.0
48162d548f5b1b11b9d29d1e01f75a61,2018-06-01,66.0
48162d548f5b1b11b9d29d1e01f75a61,2018-07-01,937.0
48162d548f5b1b11b9d29d1e01f75a61,2018-08-01,385.0
4830e40640734fc1c52cd21127c341d4,2017-07-01,83.0
4830e40640734fc1c52cd21127c341d4,2017-08-01,118.0
4830e40640734fc1c52cd21127c341d4,2017-09-01,203.0
4830e40640734fc1c52cd21127c341d4,2017-10-01,110.98
4830e40640734fc1c52cd21127c341d4,2017-11-01,373.92
4830e40640734fc1c52cd21127c341d4,2017-12-01,1248.87
4830e40640734fc1c52cd21127c341d4,2018-01-01,940.84
4830e40640734fc1c52cd21127c341d4,2018-02-01,982.96
4830e40640734fc1c52cd21127c341d4,2018-03-01,1679.8
4830e40640734fc1c52cd21127c341d4,2018-04-01,1176.72
4830e40640734fc1c52cd21127c341d4,2018-05-01,1102.92
4830e40640734fc1c52cd21127c341d4,2018-06-01,420.9
4830e40640734fc1c52cd21127c341d4,2018-07-01,438.74
4830e40640734fc1c52cd21127c341d4,2018-08-01,609.85
48328ec9a579151d9cc6a86d4a59336c,2017-09-01,1099.0
483ca627d131e18f988349b1655c0acd,2018-03-01,264.0
48436dade18ac8b2bce089ec2a041202,2017-03-01,250.7
48436dade18ac8b2bce089ec2a041202,2017-04-01,629.3
48436dade18ac8b2bce089ec2a041202,2017-05-01,1405.4
48436dade18ac8b2bce089ec2a041202,2017-06-01,587.9
48436dade18ac8b2bce089ec2a041202,2017-07-01,1053.4
48436dade18ac8b2bce089ec2a041202,2017-08-01,2333.7
48436dade18ac8b2bce089ec2a041202,2017-09-01,2303.6
48436dade18ac8b2bce089ec2a041202,2017-10-01,2050.7
48436dade18ac8b2bce089ec2a041202,2017-11-01,230.7
48436dade18ac8b2bce089ec2a041202,2018-02-01,128.9
48436dade18ac8b2bce089ec2a041202,2018-03-01,215.1
48436dade18ac8b2bce089ec2a041202,2018-04-01,99.9
48436dade18ac8b2bce089ec2a041202,2018-05-01,164.8
48436dade18ac8b2bce089ec2a041202,2018-06-01,185.03
48436dade18ac8b2bce089ec2a041202,2018-08-01,181.98
485452467ff670447e84a8370c3fc898,2018-02-01,132.8
485452467ff670447e84a8370c3fc898,2018-03-01,42.9
4867209cb29b56b92893d7bde3ce8012,2018-06-01,150.0
4869f7a5dfa277a7dca6462dcf3b52b2,2017-03-01,1385.0
4869f7a5dfa277a7dca6462dcf3b52b2,2017-05-01,374.0
4869f7a5dfa277a7dca6462dcf3b52b2,2017-06-01,5064.85
4869f7a5dfa277a7dca6462dcf3b52b2,2017-07-01,7201.3
4869f7a5dfa277a7dca6462dcf3b52b2,2017-08-01,11386.78
4869f7a5dfa277a7dca6462dcf3b52b2,2017-09-01,12536.4
4869f7a5dfa277a7dca6462dcf3b52b2,2017-10-01,16548.7
4869f7a5dfa277a7dca6462dcf3b52b2,2017-11-01,18698.2
4869f7a5dfa277a7dca6462dcf3b52b2,2017-12-01,17627.8
4869f7a5dfa277a7dca6462dcf3b52b2,2018-01-01,19954.2
4869f7a5dfa277a7dca6462dcf3b52b2,2018-02-01,18563.8
4869f7a5dfa277a7dca6462dcf3b52b2,2018-03-01,24754.0
4869f7a5dfa277a7dca6462dcf3b52b2,2018-04-01,20386.5
4869f7a5dfa277a7dca6462dcf3b52b2,2018-05-01,14027.6
4869f7a5dfa277a7dca6462dcf3b52b2,2018-06-01,15769.1
4869f7a5dfa277a7dca6462dcf3b52b2,2018-07-01,8280.3
4869f7a5dfa277a7dca6462dcf3b52b2,2018-08-01,14429.4
48985c61529077fa4f1e38bcff0f2ed3,2017-01-01,129.9
48985c61529077fa4f1e38bcff0f2ed3,2017-03-01,259.8
48985c61529077fa4f1e38bcff0f2ed3,2017-04-01,129.9
48985c61529077fa4f1e38bcff0f2ed3,2017-05-01,129.9
48985c61529077fa4f1e38bcff0f2ed3,2017-07-01,129.9
48985c61529077fa4f1e38bcff0f2ed3,2017-08-01,99.9
48b6c3f4c6a93171da04b75313f2130f,2018-03-01,135.13
48b6c3f4c6a93171da04b75313f2130f,2018-04-01,155.13
48bad451945f5227341793478d6353ea,2017-02-01,116.0
48bad451945f5227341793478d6353ea,2017-04-01,75.0
48bad451945f5227341793478d6353ea,2017-12-01,116.0
48e5ee06fb2dc74df1c711a9b6dfac2a,2018-02-01,57.0
48e954b2da4f6a750c844173b347ed40,2018-04-01,119.0
48e954b2da4f6a750c844173b347ed40,2018-05-01,278.8
48efc9d94a9834137efd9ea76b065a38,2016-12-01,10.9
48efc9d94a9834137efd9ea76b065a38,2017-01-01,334.7
48fb026ed7455a42f5d3e9390ed5088e,2017-05-01,85.99
48fb026ed7455a42f5d3e9390ed5088e,2017-06-01,185.89
48fb026ed7455a42f5d3e9390ed5088e,2017-07-01,19.99
48fb026ed7455a42f5d3e9390ed5088e,2017-08-01,197.86
49067458c68f7701fd334ce326accbe0,2017-09-01,58.9
49067458c68f7701fd334ce326accbe0,2017-11-01,56.9
49067458c68f7701fd334ce326accbe0,2018-02-01,147.25
49067458c68f7701fd334ce326accbe0,2018-03-01,176.7
49067458c68f7701fd334ce326accbe0,2018-04-01,142.25
49067458c68f7701fd334ce326accbe0,2018-05-01,199.15
49067458c68f7701fd334ce326accbe0,2018-07-01,133.25
49067458c68f7701fd334ce326accbe0,2018-08-01,133.25
4917cee8d902e13428c3ec4b1ca6f315,2017-05-01,129.0
4917cee8d902e13428c3ec4b1ca6f315,2017-06-01,278.0
4917cee8d902e13428c3ec4b1ca6f315,2017-07-01,944.0
4917cee8d902e13428c3ec4b1ca6f315,2017-08-01,457.0
4917cee8d902e13428c3ec4b1ca6f315,2017-09-01,293.0
4917cee8d902e13428c3ec4b1ca6f315,2017-10-01,608.0
4917cee8d902e13428c3ec4b1ca6f315,2017-11-01,598.0
4917cee8d902e13428c3ec4b1ca6f315,2018-01-01,209.0
4917cee8d902e13428c3ec4b1ca6f315,2018-02-01,199.0
4917cee8d902e13428c3ec4b1ca6f315,2018-03-01,393.9
4917cee8d902e13428c3ec4b1ca6f315,2018-04-01,199.0
4917cee8d902e13428c3ec4b1ca6f315,2018-06-01,199.0
4917cee8d902e13428c3ec4b1ca6f315,2018-07-01,199.0
4917cee8d902e13428c3ec4b1ca6f315,2018-08-01,398.0
491a5ada3aa1678414e990262c4bbdc1,2017-04-01,1420.0
49383af7ab774e4e8f3000f49c83dc4b,2018-04-01,55.0
49383af7ab774e4e8f3000f49c83dc4b,2018-05-01,275.0
49383af7ab774e4e8f3000f49c83dc4b,2018-06-01,165.0
49383af7ab774e4e8f3000f49c83dc4b,2018-07-01,55.0
49383af7ab774e4e8f3000f49c83dc4b,2018-08-01,110.0
4965a7002cca77301c82d3f91b82e1a9,2018-04-01,8.49
497709c2976a8fa308730a2dec5b0726,2018-07-01,76.0
4978a02ea9c8be7a9b5480680f40334e,2018-03-01,233.99
4978a02ea9c8be7a9b5480680f40334e,2018-04-01,450.93
4978a02ea9c8be7a9b5480680f40334e,2018-05-01,330.76
4978a02ea9c8be7a9b5480680f40334e,2018-06-01,304.97
4978a02ea9c8be7a9b5480680f40334e,2018-07-01,1017.97
4978a02ea9c8be7a9b5480680f40334e,2018-08-01,17.99
499185655c29ecfdbfe776ef7cf875b5,2018-06-01,89.0
4992e76a42cb3aad7a7047e0d3d7e729,2017-05-01,136.7
4992e76a42cb3aad7a7047e0d3d7e729,2017-06-01,75.0
4992e76a42cb3aad7a7047e0d3d7e729,2017-07-01,75.0
4992e76a42cb3aad7a7047e0d3d7e729,2017-08-01,127.7
4992e76a42cb3aad7a7047e0d3d7e729,2017-09-01,376.9
4992e76a42cb3aad7a7047e0d3d7e729,2017-10-01,53.9
4992e76a42cb3aad7a7047e0d3d7e729,2017-11-01,103.5
4992e76a42cb3aad7a7047e0d3d7e729,2017-12-01,18.8
4992e76a42cb3aad7a7047e0d3d7e729,2018-01-01,264.2
4992e76a42cb3aad7a7047e0d3d7e729,2018-02-01,96.7
4992e76a42cb3aad7a7047e0d3d7e729,2018-03-01,48.7
4992e76a42cb3aad7a7047e0d3d7e729,2018-04-01,134.6
4992e76a42cb3aad7a7047e0d3d7e729,2018-05-01,199.3
4992e76a42cb3aad7a7047e0d3d7e729,2018-06-01,204.4
4992e76a42cb3aad7a7047e0d3d7e729,2018-07-01,158.4
4992e76a42cb3aad7a7047e0d3d7e729,2018-08-01,97.4
499ec63c58e51296c9cf57edcfe1c8a8,2018-04-01,70.0
499ec63c58e51296c9cf57edcfe1c8a8,2018-05-01,220.0
499ec63c58e51296c9cf57edcfe1c8a8,2018-06-01,75.0
49cdc90518a4f82676b38b3c1aa43ff6,2018-06-01,609.8
49cdc90518a4f82676b38b3c1aa43ff6,2018-07-01,239.9
49cdc90518a4f82676b38b3c1aa43ff6,2018-08-01,689.8
49e7217cfe4e427191c378ec626d8737,2017-05-01,149.9
49e7217cfe4e427191c378ec626d8737,2017-06-01,79.8
49e7217cfe4e427191c378ec626d8737,2017-08-01,239.9
49e7217cfe4e427191c378ec626d8737,2017-12-01,52.9
49e7217cfe4e427191c378ec626d8737,2018-01-01,1562.8
49e7217cfe4e427191c378ec626d8737,2018-04-01,70.9
49e7217cfe4e427191c378ec626d8737,2018-05-01,712.6
49f8d2ea7b718d0ce587d34207caf2b4,2018-08-01,149.9
4a1917ef994878940e1fb03eeb787ad7,2018-06-01,538.0
4a1917ef994878940e1fb03eeb787ad7,2018-07-01,230.0
4a1f694197d05fe70026b016a7316b41,2018-02-01,156.97
4a1f694197d05fe70026b016a7316b41,2018-05-01,215.94
4a1f694197d05fe70026b016a7316b41,2018-06-01,380.9
4a1f694197d05fe70026b016a7316b41,2018-07-01,32.99
4a1f694197d05fe70026b016a7316b41,2018-08-01,120.97
4a23adac87cf538689fa600d976f78b2,2018-08-01,405.0
4a3ca9315b744ce9f8e9374361493884,2017-01-01,2030.4
4a3ca9315b744ce9f8e9374361493884,2017-02-01,1251.3
4a3ca9315b744ce9f8e9374361493884,2017-03-01,6356.5
4a3ca9315b744ce9f8e9374361493884,2017-04-01,7318.3
4a3ca9315b744ce9f8e9374361493884,2017-05-01,12912.8
4a3ca9315b744ce9f8e9374361493884,2017-06-01,9552.5
4a3ca9315b744ce9f8e9374361493884,2017-07-01,15196.59
4a3ca9315b744ce9f8e9374361493884,2017-08-01,15912.7
4a3ca9315b744ce9f8e9374361493884,2017-09-01,12264.6
4a3ca9315b744ce9f8e9374361493884,2017-10-01,12445.55
4a3ca9315b744ce9f8e9374361493884,2017-11-01,20822.85
4a3ca9315b744ce9f8e9374361493884,2017-12-01,9063.78
4a3ca9315b744ce9f8e9374361493884,2018-01-01,10944.35
4a3ca9315b744ce9f8e9374361493884,2018-02-01,11639.99
4a3ca9315b744ce9f8e9374361493884,2018-03-01,12227.15
4a3ca9315b744ce9f8e9374361493884,2018-04-01,7649.9
4a3ca9315b744ce9f8e9374361493884,2018-05-01,9843.46
4a3ca9315b744ce9f8e9374361493884,2018-06-01,7546.7
4a3ca9315b744ce9f8e9374361493884,2018-07-01,6972.3
4a3ca9315b744ce9f8e9374361493884,2018-08-01,4930.4
4a3ccda38b2129705f3fb522db62ca31,2017-09-01,722.7
4a3ccda38b2129705f3fb522db62ca31,2017-10-01,1073.19
4a3ccda38b2129705f3fb522db62ca31,2017-11-01,2850.75
4a3ccda38b2129705f3fb522db62ca31,2017-12-01,850.95
4a3ccda38b2129705f3fb522db62ca31,2018-01-01,1220.5
4a3ccda38b2129705f3fb522db62ca31,2018-02-01,3661.8
4a3ccda38b2129705f3fb522db62ca31,2018-03-01,1299.59
4a3ccda38b2129705f3fb522db62ca31,2018-04-01,649.05
4a3ccda38b2129705f3fb522db62ca31,2018-05-01,1698.45
4a3ccda38b2129705f3fb522db62ca31,2018-06-01,1451.34
4a3ccda38b2129705f3fb522db62ca31,2018-07-01,48.8
4a3ccda38b2129705f3fb522db62ca31,2018-08-01,641.97
4a5b36211b1f51bf7eaa5c10a57fa483,2018-08-01,139.19
4a82168aaef173cbb6e46ae88728f919,2018-07-01,363.0
4a82168aaef173cbb6e46ae88728f919,2018-08-01,149.0
4a82c4af97ffc0fb2dc26bfdc03b1842,2017-05-01,60.0
4a82c4af97ffc0fb2dc26bfdc03b1842,2017-06-01,21.8
4a82c4af97ffc0fb2dc26bfdc03b1842,2017-08-01,61.9
4aba391bc3b88717ce08eb11e44937b2,2017-02-01,653.0
4aba391bc3b88717ce08eb11e44937b2,2017-03-01,944.0
4aba391bc3b88717ce08eb11e44937b2,2017-04-01,751.99
4aba391bc3b88717ce08eb11e44937b2,2017-05-01,208.9
4aba391bc3b88717ce08eb11e44937b2,2017-06-01,599.0
4aba391bc3b88717ce08eb11e44937b2,2017-09-01,129.99
4aba391bc3b88717ce08eb11e44937b2,2017-10-01,1696.0
4aba391bc3b88717ce08eb11e44937b2,2017-12-01,139.0
4aba391bc3b88717ce08eb11e44937b2,2018-01-01,577.0
4aba391bc3b88717ce08eb11e44937b2,2018-02-01,623.0
4aba391bc3b88717ce08eb11e44937b2,2018-04-01,135.0
4aba391bc3b88717ce08eb11e44937b2,2018-05-01,159.0
4aba391bc3b88717ce08eb11e44937b2,2018-06-01,289.0
4aba391bc3b88717ce08eb11e44937b2,2018-07-01,280.0
4aba391bc3b88717ce08eb11e44937b2,2018-08-01,102.0
4aba6a02a788d3ec81c03137144d9a80,2018-01-01,89.9
4b0fdb526525f9890eb145bf1534640e,2018-02-01,219.9
4b0fdb526525f9890eb145bf1534640e,2018-03-01,219.9
4b0fdb526525f9890eb145bf1534640e,2018-04-01,207.7
4b0fdb526525f9890eb145bf1534640e,2018-05-01,237.8
4b0fdb526525f9890eb145bf1534640e,2018-06-01,179.8
4b0fdb526525f9890eb145bf1534640e,2018-07-01,207.8
4b0fdb526525f9890eb145bf1534640e,2018-08-01,1146.1
4b1eaadf791bdbbad8c4a35b65236d52,2016-10-01,32.49
4b1eaadf791bdbbad8c4a35b65236d52,2017-03-01,927.6
4b39558c138930b9e5489c93b6df5fe3,2017-11-01,735.9
4b39558c138930b9e5489c93b6df5fe3,2018-01-01,360.8
4b5f66b7adcf57f1ecc0d3c07dd6b177,2017-03-01,299.98
4b5f66b7adcf57f1ecc0d3c07dd6b177,2017-04-01,224.99
4b5f66b7adcf57f1ecc0d3c07dd6b177,2017-05-01,169.99
4b5f66b7adcf57f1ecc0d3c07dd6b177,2017-06-01,641.99
4b5f66b7adcf57f1ecc0d3c07dd6b177,2017-07-01,89.0
4b5f66b7adcf57f1ecc0d3c07dd6b177,2017-08-01,702.0
4b5f66b7adcf57f1ecc0d3c07dd6b177,2017-09-01,353.5
4b5f66b7adcf57f1ecc0d3c07dd6b177,2017-10-01,1428.49
4b5f66b7adcf57f1ecc0d3c07dd6b177,2017-11-01,1307.46
4b5f66b7adcf57f1ecc0d3c07dd6b177,2017-12-01,882.38
4b5f66b7adcf57f1ecc0d3c07dd6b177,2018-02-01,142.0
4b5f66b7adcf57f1ecc0d3c07dd6b177,2018-07-01,140.0
4b90495391ac0bd181a80a459df1e718,2016-10-01,248.0
4b9750c8ad28220fe6702d4ecb7c898f,2017-10-01,335.3
4b9750c8ad28220fe6702d4ecb7c898f,2017-11-01,647.35
4b9750c8ad28220fe6702d4ecb7c898f,2017-12-01,655.2
4b9750c8ad28220fe6702d4ecb7c898f,2018-01-01,1076.6
4b9750c8ad28220fe6702d4ecb7c898f,2018-02-01,1001.45
4b9750c8ad28220fe6702d4ecb7c898f,2018-03-01,1280.9
4b9750c8ad28220fe6702d4ecb7c898f,2018-04-01,1364.9
4b9750c8ad28220fe6702d4ecb7c898f,2018-05-01,1932.95
4b9750c8ad28220fe6702d4ecb7c898f,2018-06-01,2414.0
4b9750c8ad28220fe6702d4ecb7c898f,2018-07-01,1659.6
4b9750c8ad28220fe6702d4ecb7c898f,2018-08-01,3447.15
4b98b0428fc1932cc2514ef9ce2505e6,2017-09-01,137.88
4b98b0428fc1932cc2514ef9ce2505e6,2017-11-01,189.75
4ba52dfeba874da5b9ee7b17c7494f04,2017-07-01,329.0
4ba52dfeba874da5b9ee7b17c7494f04,2017-08-01,455.0
4ba52dfeba874da5b9ee7b17c7494f04,2017-09-01,372.0
4ba52dfeba874da5b9ee7b17c7494f04,2017-10-01,307.0
4bcec44888b30ba9001234c534716d3f,2018-01-01,40.0
4bcec44888b30ba9001234c534716d3f,2018-02-01,22.0
4bcec44888b30ba9001234c534716d3f,2018-05-01,22.0
4bcec44888b30ba9001234c534716d3f,2018-06-01,40.0
4bcec44888b30ba9001234c534716d3f,2018-07-01,22.0
4bde6149c15cf7e177b36fa060dd6de8,2016-10-01,159.8
4be6b962d83299498bae2190f95d6566,2018-03-01,166.5
4be6b962d83299498bae2190f95d6566,2018-05-01,138.9
4be6b962d83299498bae2190f95d6566,2018-07-01,100.7
4be6b962d83299498bae2190f95d6566,2018-08-01,102.7
4be9ae93c4fc0f41713d71a4194ee1b3,2018-08-01,109.9
4bf2f4ee540798a61f9636d12cd9cc80,2017-03-01,174.0
4bf2f4ee540798a61f9636d12cd9cc80,2017-05-01,192.0
4bf2f4ee540798a61f9636d12cd9cc80,2017-07-01,155.0
4bf2f4ee540798a61f9636d12cd9cc80,2017-08-01,452.0
4bf2f4ee540798a61f9636d12cd9cc80,2017-09-01,851.0
4bf2f4ee540798a61f9636d12cd9cc80,2017-10-01,110.0
4bf2f4ee540798a61f9636d12cd9cc80,2017-11-01,1606.73
4bf2f4ee540798a61f9636d12cd9cc80,2017-12-01,829.83
4bf2f4ee540798a61f9636d12cd9cc80,2018-01-01,465.0
4bf2f4ee540798a61f9636d12cd9cc80,2018-08-01,160.0
4bf658053d453036c70976bccb2c31b2,2017-04-01,843.0
4bf658053d453036c70976bccb2c31b2,2017-05-01,899.99
4bfc7a4a1cf8d4d2121c27422d9e50b5,2018-03-01,188.7
4bfc7a4a1cf8d4d2121c27422d9e50b5,2018-04-01,536.6
4bfc7a4a1cf8d4d2121c27422d9e50b5,2018-05-01,2046.9
4bfc7a4a1cf8d4d2121c27422d9e50b5,2018-06-01,1032.9
4bfc7a4a1cf8d4d2121c27422d9e50b5,2018-07-01,3137.4
4bfc7a4a1cf8d4d2121c27422d9e50b5,2018-08-01,1181.9
4c03b9dd4c11ee2cb35c96c49efc9420,2017-05-01,1499.9
4c03b9dd4c11ee2cb35c96c49efc9420,2017-06-01,1247.5
4c03b9dd4c11ee2cb35c96c49efc9420,2017-07-01,2682.0
4c03b9dd4c11ee2cb35c96c49efc9420,2017-08-01,488.5
4c03b9dd4c11ee2cb35c96c49efc9420,2017-09-01,91.0
4c03b9dd4c11ee2cb35c96c49efc9420,2017-10-01,449.7
4c18691b6037662be2df78a765d98ab5,2018-02-01,13.6
4c18691b6037662be2df78a765d98ab5,2018-03-01,79.9
4c18691b6037662be2df78a765d98ab5,2018-04-01,817.1
4c18691b6037662be2df78a765d98ab5,2018-05-01,620.34
4c18691b6037662be2df78a765d98ab5,2018-06-01,498.74
4c18691b6037662be2df78a765d98ab5,2018-07-01,614.84
4c18691b6037662be2df78a765d98ab5,2018-08-01,551.0
4c1c7281388a33dd06daac44f9fadbd1,2018-04-01,125.44
4c1c7281388a33dd06daac44f9fadbd1,2018-06-01,62.88
4c2b230173bb36f9b240f2b8ac11786e,2017-02-01,39.9
4c2b230173bb36f9b240f2b8ac11786e,2017-05-01,79.8
4c2b230173bb36f9b240f2b8ac11786e,2017-06-01,279.3
4c2b230173bb36f9b240f2b8ac11786e,2017-07-01,1487.59
4c2b230173bb36f9b240f2b8ac11786e,2017-08-01,970.2
4c2b230173bb36f9b240f2b8ac11786e,2017-09-01,1390.0
4c2b230173bb36f9b240f2b8ac11786e,2017-10-01,1225.1
4c2b230173bb36f9b240f2b8ac11786e,2017-11-01,1117.48
4c2b230173bb36f9b240f2b8ac11786e,2017-12-01,1364.1
4c2b230173bb36f9b240f2b8ac11786e,2018-01-01,588.6
4c2b230173bb36f9b240f2b8ac11786e,2018-02-01,2381.4
4c2b230173bb36f9b240f2b8ac11786e,2018-03-01,1477.0
4c2b230173bb36f9b240f2b8ac11786e,2018-04-01,714.5
4c2b230173bb36f9b240f2b8ac11786e,2018-05-01,185.6
4c2b230173bb36f9b240f2b8ac11786e,2018-06-01,267.6
4c2b230173bb36f9b240f2b8ac11786e,2018-07-01,365.6
4c2b230173bb36f9b240f2b8ac11786e,2018-08-01,540.8
4c498c7345e89aebad651544829beca0,2017-12-01,179.7
4c498c7345e89aebad651544829beca0,2018-01-01,513.2
4c498c7345e89aebad651544829beca0,2018-02-01,603.2
4c498c7345e89aebad651544829beca0,2018-03-01,757.49
4c498c7345e89aebad651544829beca0,2018-04-01,897.32
4c498c7345e89aebad651544829beca0,2018-05-01,256.39
4c498c7345e89aebad651544829beca0,2018-06-01,477.39
4c498c7345e89aebad651544829beca0,2018-07-01,505.08
4c498c7345e89aebad651544829beca0,2018-08-01,380.5
4c4d546adf3c3868fe19c9ec6e9ffda9,2018-06-01,61.8
4c4d546adf3c3868fe19c9ec6e9ffda9,2018-08-01,49.9
4c60877808f4318ef1107fbeb8f89afa,2017-12-01,48.0
4c60877808f4318ef1107fbeb8f89afa,2018-01-01,70.0
4c61e37f664c3c88aff092aa5ac779d7,2018-03-01,508.42
4c61e37f664c3c88aff092aa5ac779d7,2018-04-01,279.89
4c8545742faaf58fafd5fd14d25d75cf,2018-03-01,1390.0
4c8545742faaf58fafd5fd14d25d75cf,2018-04-01,850.0
4c8545742faaf58fafd5fd14d25d75cf,2018-05-01,780.0
4c8b8048e33af2bf94f2eb547746a916,2017-08-01,58.92
4c8b8048e33af2bf94f2eb547746a916,2017-11-01,287.42
4c8b8048e33af2bf94f2eb547746a916,2017-12-01,290.3
4c8b8048e33af2bf94f2eb547746a916,2018-01-01,86.2
4c8b8048e33af2bf94f2eb547746a916,2018-02-01,272.8
4c8b8048e33af2bf94f2eb547746a916,2018-07-01,101.2
4c8b8048e33af2bf94f2eb547746a916,2018-08-01,785.61
4cc43a222a0f94910728b62b97a8c5f8,2018-01-01,108.5
4cc4fd4fdd406a85bbdc1f824b731bd7,2018-02-01,539.98
4ce8b55b4bfa4659184e7becc1fba3f2,2018-04-01,199.0
4cf490a58259286ada5ba8525ba9e84a,2017-03-01,164.9
4cf490a58259286ada5ba8525ba9e84a,2017-04-01,178.9
4cf490a58259286ada5ba8525ba9e84a,2017-08-01,263.8
4cf490a58259286ada5ba8525ba9e84a,2017-09-01,123.9
4cf490a58259286ada5ba8525ba9e84a,2017-11-01,343.8
4d0041cdbe51b4617d95c70b19decc74,2018-05-01,655.8
4d0041cdbe51b4617d95c70b19decc74,2018-06-01,1369.9
4d0041cdbe51b4617d95c70b19decc74,2018-07-01,3209.5
4d232b78ab7ef10393dc3807d827bc0d,2018-07-01,538.0
4d232b78ab7ef10393dc3807d827bc0d,2018-08-01,937.0
4d600e08ecbe08258c79e536c5a42fee,2016-10-01,1282.17
4d600e08ecbe08258c79e536c5a42fee,2017-01-01,1302.33
4d600e08ecbe08258c79e536c5a42fee,2017-02-01,649.17
4d600e08ecbe08258c79e536c5a42fee,2017-03-01,582.5
4d6d651bd7684af3fffabd5f08d12e5a,2017-04-01,59.9
4d6d651bd7684af3fffabd5f08d12e5a,2017-05-01,1308.1
4d6d651bd7684af3fffabd5f08d12e5a,2017-06-01,1282.4
4d6d651bd7684af3fffabd5f08d12e5a,2017-07-01,1783.1
4d6d651bd7684af3fffabd5f08d12e5a,2017-08-01,1518.0
4d6d651bd7684af3fffabd5f08d12e5a,2017-09-01,1188.2
4d6d651bd7684af3fffabd5f08d12e5a,2017-10-01,1061.6
4d6d651bd7684af3fffabd5f08d12e5a,2017-11-01,2410.8
4d6d651bd7684af3fffabd5f08d12e5a,2017-12-01,1991.2
4d6d651bd7684af3fffabd5f08d12e5a,2018-01-01,5072.5
4d6d651bd7684af3fffabd5f08d12e5a,2018-02-01,5761.9
4d6d651bd7684af3fffabd5f08d12e5a,2018-03-01,6534.8
